지역명,2017-05-22 00:00:52,2017-05-29 00:00:52,2017-06-05 00:00:52,2017-06-12 00:00:52,2017-06-19 00:00:52,2017-06-26 00:00:52,2017-07-03 00:00:52,2017-07-10 00:00:52,2017-07-17 00:00:52,2017-07-24 00:00:52,2017-07-31 00:00:52,2017-08-07 00:00:52,2017-08-14 00:00:52,2017-08-21 00:00:52,2017-08-28 00:00:52,2017-09-04 00:00:52,2017-09-11 00:00:52,2017-09-18 00:00:52,2017-09-25 00:00:52,2017-10-09 00:00:52,2017-10-16 00:00:52,2017-10-23 00:00:52,2017-10-30 00:00:52,2017-11-06 00:00:52,2017-11-13 00:00:52,2017-11-20 00:00:52,2017-11-27 00:00:52,2017-12-04 00:00:52,2017-12-11 00:00:52,2017-12-18 00:00:52,2017-12-25 00:00:52,2018.01.01,2018-01-08 00:00:52,2018-01-15 00:00:52,2018-01-22 00:00:52,2018-01-29 00:00:52,2018-02-05 00:00:52,2018-02-19 00:00:52,2018-02-26 00:00:52,2018-03-05 00:00:52,2018-03-12 00:00:52,2018-03-19 00:00:52,2018-03-26 00:00:52,2018-04-02 00:00:52,2018-04-09 00:00:52,2018-04-16 00:00:52,2018-04-23 00:00:52,2018-04-30 00:00:52,2018-05-07 00:00:52,2018-05-14 00:00:52,2018-05-21 00:00:52,2018-05-28 00:00:52,2018-06-04 00:00:52,2018-06-11 00:00:52,2018-06-18 00:00:52,2018-06-25 00:00:52,2018-07-02 00:00:52,2018-07-09 00:00:52,2018-07-16 00:00:52,2018-07-23 00:00:52,2018-07-30 00:00:52,2018-08-06 00:00:52,2018-08-13 00:00:52,2018-08-20 00:00:52,2018-08-27 00:00:52,2018-09-03 00:00:52,2018-09-10 00:00:52,2018-09-17 00:00:52,2018-10-01 00:00:52,2018-10-08 00:00:52,2018-10-15 00:00:52,2018-10-22 00:00:52,2018-10-29 00:00:52,2018-11-05 00:00:52,2018-11-12 00:00:52,2018-11-19 00:00:52,2018-11-26 00:00:52,2018-12-03 00:00:52,2018-12-10 00:00:52,2018-12-17 00:00:52,2018-12-24 00:00:52,2018-12-31 00:00:52,2019-01-07 00:00:52,2019-01-14 00:00:52,2019-01-21 00:00:52,2019-01-28 00:00:52,2019-02-11 00:00:52,2019-02-18 00:00:52,2019-02-25 00:00:52,2019-03-04 00:00:52,2019-03-11 00:00:52,2019-03-18 00:00:52,2019-03-25 00:00:52,2019-04-01 00:00:52,2019-04-08 00:00:52,2019-04-15 00:00:52,2019-04-22 00:00:52,2019-04-29 00:00:52,2019-05-06 00:00:52,2019-05-13 00:00:52,2019-05-20 00:00:52,2019-05-27 00:00:52,2019-06-03 00:00:52,2019-06-10 00:00:52,2019-06-17 00:00:52,2019-06-24 00:00:52,2019-07-01 00:00:52,2019-07-08 00:00:52,2019-07-15 00:00:52,2019-07-22 00:00:52,2019-07-29 00:00:52,2019-08-05 00:00:52,2019-08-12 00:00:52,2019-08-19 00:00:52,2019-08-26 00:00:52,2019-09-02 00:00:52,2019-09-16 00:00:52,2019-09-23 00:00:52,2019-09-30 00:00:52,2019-10-07 00:00:52,2019-10-14 00:00:52,2019-10-21 00:00:52,2019-10-28 00:00:52,2019-11-04 00:00:52,2019-11-11 00:00:52,2019-11-18 00:00:52,2019-11-25 00:00:52,2019-12-02 00:00:52,2019-12-09 00:00:52,2019-12-16 00:00:52,2019-12-23 00:00:52,2019-12-30 00:00:52,2020-01-06 00:00:52,2020-01-13 00:00:52,2020-01-20 00:00:52,2020-02-03 00:00:52,2020-02-10 00:00:52,2020-02-17 00:00:52,2020-02-24 00:00:52,2020-03-02 00:00:52,2020-03-09 00:00:52,2020-03-16 00:00:52,2020-03-23 00:00:52,2020-03-30 00:00:52,2020-04-06 00:00:52,2020-04-13 00:00:52,2020-04-20 00:00:52,2020-05-04 00:00:52,2020-05-11 00:00:52,2020-05-18 00:00:52,2020-05-25 00:00:52,2020-06-01 00:00:52,2020-06-08 00:00:52,2020-06-15 00:00:52,2020-06-22 00:00:52,2020-06-29 00:00:52,2020-07-06 00:00:52,2020-07-13 00:00:52,2020-07-20 00:00:52,2020-07-27 00:00:52,2020-08-03 00:00:52,2020-08-10 00:00:52,2020-08-17 00:00:52,2020-08-24 00:00:52,2020-08-31 00:00:52,2020-09-07 00:00:52,2020-09-14 00:00:52,2020-09-21 00:00:52,2020-10-05 00:00:52,2020-10-12 00:00:52,2020-10-19 00:00:52,2020-10-26 00:00:52,2020-11-02 00:00:52,2020-11-09 00:00:52,2020-11-16 00:00:52,2020-11-23 00:00:52,2020-11-30 00:00:52,2020-12-07 00:00:52,2020-12-14 00:00:52,2020-12-21 00:00:52,2020-12-28 00:00:52,2021-01-04 00:00:52,2021-01-11 00:00:52,2021-01-18 00:00:52,2021-01-25 00:00:52,2021-02-01 00:00:52,2021-02-15 00:00:52,2021-02-22 00:00:52,2021-03-01 00:00:52,2021-03-08 00:00:52,2021-03-15 00:00:52,2021-03-22 00:00:52,2021-03-29 00:00:52,2021-04-05 00:00:52,2021-04-12 00:00:52,2021-04-19 00:00:52,2021-04-26 00:00:52,2021-05-03 00:00:52,2021-05-10 00:00:52,2021-05-17 00:00:52,2021-05-24 00:00:52,2021-05-31 00:00:52,2021-06-07 00:00:52,2021-06-14 00:00:52,2021-06-21 00:00:52,2021-06-28 00:00:52,2021-07-05 00:00:52,2021-07-12 00:00:52,2021-07-19 00:00:52,2021-07-26 00:00:52,2021-08-02 00:00:52,2021-08-09 00:00:52,2021-08-16 00:00:52,2021-08-23 00:00:52,2021-08-30 00:00:52,2021-09-06 00:00:52,2021-09-13 00:00:52,2021-09-27 00:00:52,2021-10-04 00:00:52,2021-10-11 00:00:52,2021-10-18 00:00:52,2021-10-25 00:00:52,2021-11-01 00:00:52,2021-11-08 00:00:52,2021-11-15 00:00:52,2021-11-22 00:00:52,2021-11-29 00:00:52,2021-12-06 00:00:52,2021-12-13 00:00:52,2021-12-20 00:00:52,2021-12-27 00:00:52,2022-01-03 00:00:52,2022-01-10 00:00:52,2022-01-17 00:00:52,2022-01-24 00:00:52,2022-02-07 00:00:52,2022-02-14 00:00:52,2022-02-21 00:00:52,2022-02-28 00:00:52,2022-03-07 00:00:52,2022-03-14 00:00:52,2022-03-21 00:00:52,2022-03-28 00:00:52,2022-04-04 00:00:52,2022-04-11 00:00:52,2022-04-18 00:00:52,2022-04-25 00:00:52,2022-05-02 00:00:52,2022-05-09 00:00:52,2022-05-16 00:00:52
괴산군,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,100,100,100,100,100,100,100.379,100.379,100.379,100.379,100.379,100.379,100.379,100.379,101.021,101.021,101.021
음성군,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,100.239,100.239,100.246,100.246,100.277,100.277,100.479,100.516,100.533,100.562,100.613,100.904,100.964,100.975,101.028,101.156,101.156
단양군,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,100,100,100,100,100,100,100.379,101.744,101.744,101.744,101.744,102.188,102.188,102.188,102.188,102.188,102.188
충남,89.779,89.758,89.758,89.76,89.76,89.71,89.711,89.685,89.672,89.598,89.527,89.5,89.479,89.414,89.354,89.32,89.271,89.198,89.179,89.157,89.141,89.05,89.015,88.994,88.953,88.887,88.836,88.788,88.751,88.642,88.635,88.624,88.541,88.483,88.426,88.411,88.411,88.411,88.394,88.374,88.346,88.341,88.341,88.32,88.299,88.286,88.27,88.253,88.249,88.216,88.208,88.179,88.121,88.113,87.999,87.9,87.802,87.789,87.789,87.701,87.622,87.563,87.546,87.526,87.504,87.497,87.417,87.293,87.217,87.2,87.046,86.886,86.681,86.629,86.614,86.461,86.356,86.325,86.217,86.175,86.099,86.085,86.073,86.018,86.006,85.953,85.945,85.882,85.879,85.797,85.615,85.353,85.177,85.103,85.084,85.024,84.993,84.868,84.829,84.815,84.803,84.655,84.588,84.493,84.401,84.365,84.269,84.165,84.071,84.012,83.871,83.824,83.814,83.773,83.742,83.701,83.69,83.677,83.65,83.649,83.642,83.614,83.592,83.562,83.556,83.556,83.558,83.552,83.56,83.565,83.62,83.634,83.659,83.674,83.74,83.799,83.854,83.934,83.937,83.938,83.956,83.976,83.973,83.968,83.99,83.99,84.008,84.08,84.105,84.124,84.135,84.157,84.197,84.218,84.365,84.459,84.518,84.591,84.639,84.695,84.72,84.755,84.838,84.914,84.962,84.992,85.043,85.136,85.185,85.194,85.299,85.354,85.491,85.557,85.603,85.725,85.988,86.296,86.501,86.588,86.825,86.939,87.07,87.132,87.295,87.385,87.64,87.77,87.976,88.239,88.487,88.703,89.127,89.385,89.705,89.932,90.025,90.331,90.406,90.557,90.9,90.988,91.314,91.597,91.728,91.932,92.228,92.564,92.727,93.033,93.311,93.564,93.91,94.3,94.698,95.136,95.665,96.16,96.529,96.936,97.364,97.811,98.368,98.852,99.129,99.351,99.458,99.636,99.73,99.846,99.884,99.953,100,100.124,100.226,100.314,100.372,100.414,100.446,100.49,100.584,100.618,100.741,100.775,100.818,100.867,100.964,101.04,101.119,101.167
천안시,90.067,90.054,90.054,90.054,90.054,89.951,89.951,89.914,89.877,89.749,89.656,89.598,89.563,89.511,89.474,89.408,89.324,89.171,89.125,89.085,89.042,88.968,88.948,88.93,88.883,88.784,88.687,88.618,88.54,88.35,88.335,88.335,88.185,88.076,87.964,87.943,87.943,87.943,87.921,87.909,87.855,87.845,87.845,87.801,87.74,87.717,87.677,87.654,87.646,87.59,87.59,87.51,87.401,87.386,87.152,86.987,86.862,86.858,86.855,86.736,86.638,86.546,86.519,86.495,86.481,86.472,86.422,86.396,86.372,86.389,86.279,86.07,85.713,85.695,85.683,85.505,85.487,85.441,85.221,85.147,85.022,85.022,85.014,84.909,84.885,84.774,84.774,84.714,84.706,84.701,84.591,84.33,84.14,84.062,84.062,84.062,84.057,83.965,83.939,83.941,83.941,83.85,83.799,83.803,83.78,83.78,83.693,83.543,83.473,83.473,83.344,83.344,83.347,83.347,83.392,83.393,83.393,83.393,83.393,83.393,83.388,83.388,83.385,83.385,83.385,83.385,83.388,83.388,83.397,83.397,83.466,83.495,83.557,83.598,83.615,83.642,83.682,83.722,83.739,83.739,83.757,83.798,83.798,83.787,83.791,83.791,83.801,83.822,83.838,83.838,83.856,83.876,83.944,83.954,84.172,84.343,84.453,84.563,84.624,84.658,84.658,84.672,84.825,84.914,84.941,84.988,85.05,85.167,85.251,85.255,85.384,85.418,85.638,85.711,85.741,85.947,86.406,86.983,87.306,87.422,87.77,87.898,87.957,88.018,88.162,88.207,88.292,88.363,88.45,88.685,88.91,89,89.364,89.725,89.88,90.007,90.037,90.326,90.448,90.526,90.827,90.872,91.143,91.482,91.581,91.767,92.052,92.512,92.674,93.037,93.271,93.41,93.756,94.244,94.578,95.233,96.016,96.431,96.677,97.113,97.403,97.993,98.635,99.125,99.34,99.492,99.527,99.703,99.824,99.902,99.887,99.96,100,100.161,100.236,100.39,100.429,100.45,100.481,100.544,100.637,100.637,100.834,100.834,100.888,100.955,101.077,101.162,101.189,101.182
동남구,93.758,93.735,93.735,93.735,93.735,93.477,93.476,93.476,93.476,93.366,93.228,93.169,93.139,93.096,93.096,93.007,92.935,92.787,92.756,92.655,92.655,92.583,92.531,92.531,92.531,92.494,92.494,92.322,92.323,92.161,92.161,92.161,92.106,91.838,91.598,91.553,91.553,91.553,91.498,91.475,91.475,91.454,91.454,91.344,91.19,91.132,91.087,91.074,91.074,91.001,91.001,90.8,90.8,90.783,90.464,90.143,89.903,89.903,89.903,89.852,89.852,89.705,89.684,89.625,89.589,89.589,89.371,89.371,89.311,89.354,89.084,88.668,88.073,88.064,88.036,87.699,87.696,87.614,87.263,87.155,86.914,86.914,86.914,86.827,86.764,86.743,86.743,86.714,86.714,86.701,86.573,86.347,85.922,85.865,85.865,85.865,85.865,85.626,85.573,85.573,85.573,85.573,85.573,85.585,85.585,85.585,85.585,85.515,85.515,85.515,85.337,85.337,85.337,85.337,85.337,85.337,85.337,85.337,85.337,85.337,85.337,85.337,85.337,85.337,85.337,85.337,85.337,85.337,85.337,85.337,85.337,85.337,85.337,85.337,85.337,85.337,85.337,85.337,85.349,85.349,85.396,85.396,85.396,85.368,85.377,85.377,85.377,85.377,85.388,85.388,85.415,85.424,85.436,85.436,85.446,85.666,85.748,85.969,85.982,85.982,85.982,86.006,86.26,86.467,86.443,86.532,86.556,86.556,86.626,86.626,86.852,86.864,87.121,87.165,87.218,87.218,87.627,88.208,88.292,88.345,88.212,88.231,88.278,88.315,88.372,88.378,88.378,88.378,88.378,88.41,88.636,88.845,89.345,89.742,90.119,90.424,90.477,91.137,91.276,91.423,91.751,91.869,92.018,92.186,92.274,92.447,93,93.472,93.472,93.976,93.976,94.024,94.2,94.446,95.012,95.547,96.358,96.796,97.023,97.122,97.556,98.166,98.672,99.51,99.767,99.767,99.767,100.036,100.036,100.059,100.019,100.047,100,100.051,100.051,100.122,100.122,100.107,100.107,100.118,100.053,100.053,100.205,100.204,100.204,100.338,100.581,100.803,100.873,100.873
서북구,87.708,87.701,87.701,87.701,87.701,87.7,87.7,87.639,87.577,87.437,87.374,87.318,87.278,87.221,87.159,87.108,87.016,86.861,86.804,86.804,86.733,86.658,86.658,86.63,86.551,86.41,86.249,86.249,86.119,85.91,85.885,85.885,85.672,85.669,85.64,85.634,85.634,85.634,85.634,85.631,85.541,85.538,85.538,85.538,85.538,85.538,85.5,85.471,85.458,85.413,85.413,85.413,85.231,85.218,85.04,84.978,84.928,84.921,84.917,84.753,84.59,84.534,84.503,84.503,84.503,84.488,84.549,84.506,84.506,84.504,84.501,84.427,84.228,84.204,84.202,84.129,84.1,84.077,83.945,83.893,83.845,83.845,83.831,83.715,83.715,83.547,83.547,83.468,83.456,83.456,83.357,83.074,83.03,82.94,82.94,82.94,82.931,82.931,82.921,82.924,82.924,82.778,82.694,82.694,82.656,82.656,82.515,82.316,82.201,82.201,82.104,82.104,82.109,82.109,82.181,82.183,82.183,82.183,82.183,82.183,82.174,82.174,82.169,82.169,82.169,82.169,82.175,82.175,82.189,82.189,82.301,82.349,82.449,82.515,82.544,82.586,82.652,82.717,82.736,82.736,82.736,82.803,82.803,82.803,82.803,82.803,82.82,82.853,82.873,82.873,82.886,82.913,83.015,83.032,83.378,83.519,83.647,83.687,83.779,83.833,83.833,83.842,83.932,83.948,84.005,84.026,84.112,84.301,84.395,84.401,84.47,84.517,84.715,84.806,84.821,85.155,85.645,86.221,86.692,86.848,87.494,87.691,87.756,87.834,88.031,88.1,88.238,88.353,88.495,88.857,89.08,89.097,89.376,89.715,89.731,89.748,89.762,89.822,89.932,89.967,90.251,90.252,90.597,91.043,91.149,91.343,91.461,91.913,92.177,92.453,92.831,93.028,93.479,94.117,94.309,95.038,95.804,96.205,96.461,97.107,97.308,97.886,98.613,98.885,99.074,99.321,99.378,99.495,99.692,99.805,99.805,99.906,100,100.229,100.351,100.557,100.62,100.663,100.714,100.809,101,101,101.226,101.226,101.314,101.339,101.385,101.385,101.385,101.375
공주시,81.691,81.657,81.657,81.657,81.657,81.657,81.657,81.645,81.645,81.637,81.637,81.637,81.637,81.623,81.623,81.623,81.596,81.596,81.596,81.596,81.586,81.586,81.586,81.561,81.561,81.561,81.561,81.561,81.561,81.561,81.55,81.55,81.54,81.54,81.54,81.54,81.54,81.54,81.54,81.54,81.539,81.539,81.539,81.539,81.532,81.516,81.516,81.499,81.499,81.483,81.483,81.483,81.474,81.439,81.439,81.437,81.397,81.397,81.292,81.129,81.078,81.074,81.072,81.072,81.072,81.025,80.917,80.899,80.899,80.899,80.899,80.899,80.789,80.712,80.695,80.655,80.655,80.655,80.653,80.653,80.653,80.652,80.62,80.62,80.62,80.62,80.62,80.62,80.62,80.562,80.292,79.889,79.797,79.569,79.558,79.553,79.517,79.398,79.361,79.353,79.344,79.082,79.082,79.106,79.106,79.073,79.073,79.073,79,78.824,78.687,78.547,78.493,78.493,78.493,78.462,78.462,78.405,78.405,78.405,78.4,78.4,78.367,78.348,78.346,78.309,78.309,78.295,78.295,78.295,78.293,78.293,78.293,78.293,78.293,78.247,78.22,78.22,78.194,78.194,78.151,78.139,78.127,78.127,78.082,78.059,78.011,78.011,77.977,77.977,77.977,77.977,77.977,77.977,77.976,77.966,77.947,77.947,77.947,78.315,78.316,78.475,78.475,78.685,78.85,78.885,79.09,79.276,79.282,79.357,79.703,80.098,80.366,80.591,80.757,81.01,81.224,81.392,81.699,82.306,82.423,82.466,82.764,82.971,82.971,83.215,83.365,83.644,84.03,84.11,84.841,85.429,86.161,86.76,86.958,87.51,87.732,88.12,88.12,88.564,89.254,89.773,90.353,90.526,91.246,92.099,92.617,92.723,93.064,93.776,93.786,93.786,93.919,94.083,94.207,94.824,94.88,95.886,96.3,96.511,97.276,97.276,97.827,97.975,98.518,98.834,98.921,98.959,99.252,99.676,99.849,99.849,100,100.06,100.273,100.356,100.367,100.403,100.4,100.456,100.467,100.467,100.467,100.467,100.566,100.61,100.697,100.709,100.756,100.852
보령시,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,100,100.02,100.034,100.091,100.096,100.115,100.417,100.402,100.459,100.47,100.47,100.478,100.645,100.656,100.269,100.477,100.513
아산시,84.253,84.211,84.211,84.211,84.207,84.207,84.207,84.207,84.207,84.207,84.207,84.207,84.188,84.188,84.094,84.094,84.094,84.094,84.094,84.094,84.094,83.862,83.782,83.757,83.757,83.706,83.684,83.617,83.621,83.606,83.606,83.606,83.597,83.597,83.597,83.597,83.597,83.597,83.597,83.555,83.555,83.555,83.555,83.555,83.59,83.59,83.59,83.576,83.576,83.556,83.546,83.581,83.581,83.579,83.579,83.545,83.463,83.463,83.497,83.401,83.401,83.401,83.401,83.401,83.366,83.366,83.242,82.952,82.727,82.68,82.461,82.269,82.177,82.057,82.062,81.864,81.637,81.637,81.637,81.637,81.637,81.58,81.58,81.563,81.563,81.563,81.563,81.483,81.482,81.295,81.104,81.002,80.872,80.826,80.795,80.713,80.695,80.439,80.389,80.355,80.343,80.207,80.12,79.935,79.681,79.653,79.512,79.512,79.39,79.298,79.075,79.03,79.03,78.944,78.873,78.72,78.686,78.646,78.566,78.566,78.566,78.488,78.454,78.398,78.399,78.392,78.397,78.414,78.425,78.432,78.514,78.514,78.536,78.536,78.745,78.965,79.086,79.339,79.356,79.359,79.418,79.47,79.479,79.479,79.59,79.59,79.654,79.884,80.04,80.113,80.113,80.172,80.203,80.258,80.389,80.396,80.396,80.415,80.415,80.448,80.487,80.534,80.557,80.586,80.659,80.694,80.729,80.779,80.779,80.771,80.87,80.896,80.944,81.026,81.168,81.256,81.344,81.419,81.535,81.591,81.752,81.953,82.296,82.382,82.742,82.96,83.756,84.052,84.55,85.033,85.401,85.929,86.648,86.769,87.35,87.828,87.98,88.432,88.488,88.801,89.312,89.348,89.813,90.089,90.219,90.478,90.922,91.236,91.486,91.671,92.089,92.682,93.108,93.56,94.366,94.642,94.976,95.607,96.04,96.399,97.078,97.545,98.166,98.943,99.189,99.451,99.622,99.75,99.768,99.812,99.856,99.981,100,100.157,100.364,100.384,100.463,100.523,100.523,100.546,100.616,100.664,100.724,100.763,100.763,100.773,100.867,100.863,101.054,101.176
서산시,100.657,100.657,100.657,100.657,100.657,100.657,100.657,100.657,100.657,100.618,100.321,100.321,100.321,100.049,100.049,99.992,99.955,99.956,99.956,99.956,99.956,99.956,99.956,99.819,99.596,99.596,99.569,99.569,99.563,99.462,99.462,99.462,99.331,99.237,99.201,99.133,99.133,99.133,99.133,99.082,99.082,99.082,99.082,99.082,99.082,99.082,99.082,99.059,99.059,99.059,98.976,98.976,98.936,98.949,98.949,98.907,98.675,98.58,98.579,98.579,98.448,98.448,98.389,98.389,98.297,98.297,98.014,97.595,97.595,97.481,96.901,96.901,96.901,96.818,96.762,96.762,96.55,96.429,96.377,96.377,96.377,96.377,96.286,96.286,96.286,96.286,96.212,96.212,96.212,96.016,95.527,94.931,94.584,94.437,94.437,94.044,93.88,93.778,93.779,93.767,93.747,93.279,93.279,92.777,92.764,92.5,92.399,92.086,91.897,91.815,91.777,91.433,91.32,91.115,90.71,90.71,90.71,90.71,90.71,90.71,90.684,90.684,90.608,90.507,90.507,90.507,90.507,90.421,90.421,90.421,90.421,90.421,90.29,90.243,90.243,90.256,90.233,90.179,90.063,90.063,90.041,89.895,89.883,89.883,89.774,89.774,89.758,89.758,89.681,89.681,89.681,89.644,89.644,89.603,89.426,89.411,89.412,89.412,89.412,89.466,89.466,89.466,89.466,89.466,89.466,89.564,89.564,89.743,89.743,89.743,89.743,89.743,89.743,89.743,89.743,89.743,89.792,89.792,89.792,89.792,89.802,89.802,89.802,89.813,89.813,89.813,89.813,89.813,89.951,89.951,90.049,90.049,90.22,90.138,90.583,90.625,90.625,90.884,90.893,90.905,91.083,91.165,91.334,91.538,91.538,91.667,91.948,92.072,92.072,92.231,92.732,92.885,93.317,93.313,93.553,93.682,94.249,94.644,95.807,96.305,96.606,96.606,97.217,97.365,97.984,98.541,98.929,99.289,99.391,99.594,99.782,99.782,100,100,100,100.062,100.164,100.234,100.269,100.286,100.543,100.787,100.947,101.252,101.429,101.473,101.556,101.816,101.992,102.305
논산시,94.598,94.598,94.598,94.598,94.604,94.604,94.639,94.639,94.708,94.719,94.719,94.732,94.732,94.732,94.732,94.732,94.792,94.876,94.876,94.876,94.876,94.876,94.876,94.912,94.912,94.912,94.912,94.912,94.912,94.912,94.912,94.912,94.912,94.912,94.912,94.912,94.912,94.912,94.912,94.912,94.912,94.912,94.912,94.912,94.912,94.912,94.912,94.912,94.912,94.912,94.912,94.912,94.912,94.912,94.912,94.912,94.912,94.912,94.865,94.865,94.865,94.865,94.865,94.865,94.865,94.865,94.865,94.865,94.865,94.865,94.865,94.865,94.865,94.758,94.651,94.651,94.651,94.651,94.651,94.651,94.651,94.651,94.651,94.651,94.651,94.651,94.651,94.651,94.651,94.597,94.584,94.584,94.415,94.405,94.296,94.296,94.198,94.198,94.077,93.982,93.982,93.748,93.742,93.742,93.421,93.353,93.24,93.197,93.077,92.868,92.532,92.532,92.532,92.532,92.482,92.482,92.401,92.401,92.401,92.401,92.401,92.401,92.401,92.401,92.401,92.348,92.316,92.316,92.316,92.316,92.316,92.316,92.309,92.309,92.309,92.156,92.156,92.131,92.131,92.131,92.055,92.009,91.863,91.863,91.863,91.863,91.863,91.863,91.863,91.863,91.863,91.863,91.839,91.839,91.839,91.839,91.839,91.839,91.839,92.106,92.106,92.106,92.106,92.126,92.126,92.126,92.281,92.533,92.547,92.546,92.546,92.637,92.752,92.752,92.752,92.752,92.866,92.883,92.883,92.883,93.347,93.347,93.347,93.347,93.347,93.347,93.347,93.448,93.448,93.448,93.448,93.448,93.448,93.884,94.316,94.316,94.842,95.008,95.008,95.008,95.134,95.439,95.786,96.035,96.035,96.035,96.035,96.454,96.641,97.155,97.155,97.155,97.235,97.235,97.235,97.235,97.235,97.545,97.545,97.757,98.163,98.163,98.377,98.377,98.569,98.658,98.88,99.177,99.3,99.966,100,100,100,100.07,100.175,100.175,100.281,100.339,100.472,100.552,100.667,100.731,100.731,100.731,100.731,100.855,101.01,101.388,101.429,101.518
