년도,월,나이,용인시,처인구,포곡읍,모현읍,이동읍,남사면,원삼면,백암면,양지면,중앙동,역삼동,유림동,동부동,기흥구,신갈동,영덕동,영덕1동,영덕2동,구갈동,상갈동,보라동,기흥동,서농동,구성동,마북동,동백1동,동백2동,동백3동,동백동,상하동,보정동,수지구,풍덕천1동,풍덕천2동,신봉동,죽전1동,죽전2동,동천동,상현1동,상현2동,성복동,남사읍,역북동,삼가동,죽전3동,상현3동
2021,12,0,"48,329","10,220","1,098",959,705,,166,124,653,754,,"1,513",355,"20,367","1,594",,"1,610",900,"2,096",474,"1,411",874,"1,482","1,637","1,271","1,540","1,266","1,652",,931,"1,629","17,742","1,329","2,229","1,620","1,174",736,"2,871",992,"1,611","2,755","1,583","1,773",537,"1,139","1,286"
2021,12,10,"61,632","12,825","1,879","1,293",924,,296,257,974,"1,135",,"2,180",600,"25,868","1,825",,"1,835",612,"1,699",608,"2,188","1,127","1,296","2,469","1,569","2,819","2,379","1,710",,"1,409","2,323","22,939","1,827","2,927","2,725","1,798",800,"2,755","1,377","2,142","3,289","1,063","1,571",653,"1,607","1,692"
2021,12,20,"71,890","18,873","2,685","1,946","1,231",,400,527,"1,392","2,334",,"2,668","1,021","29,880","2,515",,"1,999","1,284","3,266","1,038","2,099","1,372","3,143","2,319","2,140","1,831","1,691","1,253",,"1,742","2,188","23,137","2,657","2,432","2,077","1,910","1,439","2,808","1,117","1,876","2,923",978,"2,741",950,"2,017","1,881"
2021,12,30,"69,724","17,852","2,117","1,626","1,318",,416,434,"1,403","1,798",,"2,268",800,"28,044","3,119",,"2,156","1,598","3,749","1,035","1,749","1,364","2,180","2,072","1,918","1,425",973,"1,615",,"1,293","1,798","23,828","3,379","2,751","1,775","1,564","1,646","3,500","1,083","1,898","2,591","1,975","2,890",807,"1,638","2,003"
2021,12,40,"97,185","22,884","3,061","2,440","1,801",,573,598,"1,707","2,017",,"3,376","1,015","40,204","3,259",,"2,868","1,384","3,626","1,177","3,109","1,891","2,366","3,629","2,535","3,573","2,739","2,719",,"1,957","3,372","34,097","2,828","4,290","3,548","2,517","1,454","4,736","1,844","3,034","4,907","2,374","2,927",995,"2,428","2,511"
2021,12,50,"87,064","22,772","3,220","2,622","1,943",,839,885,"1,845","2,138",,"3,267","1,302","35,216","3,175",,"2,603","1,318","3,336","1,216","2,754","1,776","1,571","3,129","2,490","2,641","2,479","1,634",,"2,255","2,839","29,076","2,753","3,138","3,085","2,391","1,413","3,737","1,602","2,581","4,219","1,543","2,039","1,129","2,079","2,078"
2021,12,60,"54,831","17,388","2,037","2,072","1,582",,926,"1,031","1,554","1,603",,"1,887","1,135","20,822","2,093",,"1,306",883,"1,899",677,"1,671","1,335",999,"2,042","1,813",976,"1,003","1,027",,"1,383","1,715","16,621","1,809","1,293","1,646","1,430",887,"2,352",843,"1,420","2,669","1,511","1,370",680,"1,157","1,115"
2021,12,70,"29,688","7,481",837,885,678,,479,443,578,653,,819,463,"11,747","1,017",,554,385,876,387,999,669,370,"1,373","1,235",603,558,802,,673,"1,246","10,460",986,692,"1,220",820,492,"1,241",606,"1,062","2,071",770,573,303,639,631
2021,12,80,"12,909","2,944",341,353,266,,192,236,233,265,,327,156,"5,331",486,,169,211,291,202,419,294,130,705,610,258,272,416,,274,594,"4,634",426,390,564,461,206,439,291,489,825,245,195,135,274,269
2021,12,90,"1,185",258,25,28,19,,17,20,24,20,,32,22,509,38,,15,69,27,7,50,15,11,42,64,28,26,39,,20,58,418,44,33,50,40,34,37,19,44,67,22,17,12,29,21
2021,12,100,22,6,0,0,1,,1,0,0,1,,0,1,11,1,,1,1,1,0,1,1,0,1,2,0,1,1,,0,0,5,0,0,0,0,0,2,1,1,0,1,1,0,0,1
